"","lng","lat","x","y","Cuisine","Location","Menus","Address","Hours","Price","html","name","href","success"
"1",103.858266200923,1.3090764177739,30776.4366582669,32376.5508630946,"
                                                  American, Bar, Italian, Vegetarian Friendly  
                        
                ","Jalan Besar, Lavender","
                    Food Menu  Drinks Menu                ","
                        1 Tyrwhitt RoadSingapore (207522)                                                Map
                                            ","
                        Wed-Mon: 11:30am-12amClosed Tuesday                    ","$$","<li><h5>ABOUT</h5><p>With an industrial chic vibe, black and white decor, and clean lines greeting diners, 1 Tyrwhitt Bistro & Bar is savoury Italian dining done right. Don’t expect all the gimmicky frills other Italian restaurants bring because this place is about two things: the food and the drinks. So what you can expect, and should totally look forward to, is delicious hand-tossed, thin crust pizzas crisped to perfection (the Black Truffle Egg Pizza is a must-try), authentic, home-made pastas, and a wine list that’ll beckon you for days! (Aug 2015)</p></li><li><h5>DISHES WE LOVE</h5><p>Garden Vegetable Soup, Caprese Salad, Crispy Mild Wings, Meat Lovers Pizza, Black Truffle Egg Pizza, Black Pepper Ribeye Steak, Carbonara Bacon, Panna Cotta </p></li><li><h5>href</h5><p>https://www.chope.co/singapore-restaurants/restaurant/one-tyrwhitt-bistro-bar</p></li>","1 Tyrwhitt Bistro Bar","https://www.chope.co/singapore-restaurants/restaurant/one-tyrwhitt-bistro-bar",1
"2",103.850982346718,1.28433994320248,29965.8309365176,29641.3120226599,"
                                                  Australian, Fusion, Burgers  
                        
                ","Raffles Place","
                    Drinks List  Gastro Lounge Menu                ","
                        1 Raffles PlaceLevel 63Singapore (048616)                                                Map
                                            ","
                        Mon-Fri: 5:30-10:30pmSat: 4:30-10:30pmSun: 3-10:30pm                    ","$$$$","<li><h5>TAKEAWAYS & DELIVERY AVAILABLE</h5><p>The restaurant will be open for takeaways & delivery instead.Takeaway Operating Hours
Mon-Sun:12-8:30pm Promotion
• Min spend of $60 onwards receive 2 cans of beer 
• Min spend of $100 enjoy free delivery + 2 Johnnie Walker Cocktails + 2 cans of beers 
• 15% off entire bill self pick-up

Click here to view the menu.Delivery Rates:
0-3km: Free delivery
3-5km: $8+
5-10km: $10+
above 10km: $15+Minimum order: $40</p></li><li><h5>ABOUT</h5><p>1-Altitude offers a dazzling view of the city’s skyline. With a wide menu of food and drinks, 1-Altitude provides diners with a mesmerising wine and dine experience right in the heart of Singapore.

The best place to be during sundown, visit 1-Altitude for post-work shenanigans. Kickstart your meal with a delicious plate of Creamy Fish Laksa Pasta. Rich and tasty, the pasta combines the well-loved classic carbonara sauce with the local spicy broth, packing a punch of flavour in every mouthful. Another interesting rendition of sweet and savoury flavours is the Bak Kwa Carbonara Pasta.

Sharing options at 1-Altitude are also aplenty with their array of food platters. The Satay Platter is a hot favourite, with marinated beef, pork and chicken skewers served with warm rice cakes.

As the night progresses, expect rounds of great classic cocktails and alcoholic spirits as well as delectable bar bites while the live band serenades you. (Jul 2020)</p></li><li><h5>DISHES WE LOVE</h5><p>Creamy Fish Laksa Pasta, Bak Kwa Carbonara Pasta, Satay Platter, Truffle Mushroom Pizza</p></li><li><h5>href</h5><p>https://www.chope.co/singapore-restaurants/restaurant/1-altitude</p></li>","1-Altitude","https://www.chope.co/singapore-restaurants/restaurant/1-altitude",1
"3",103.820032124536,1.25228000756389,26521.3094789395,26096.2873898894,"
                                                  Modern Asian  
                        
                ","Sentosa","
                    Restaurant Communal Dinner  Restaurant Tasting Menu  Bottomless Brunch Menu (Sat-Sun)                ","
                        10 Artillery AveLevel 7The Outpost HotelSingapore (099951)Map
                                            ","
                        RestaurantTue-Sat: 6:30-10:30am, 6-10pmSun: 6:30-10:30am, 12-3pm, 6-10pmClosed MondayDay Club & Rooftop barMon-Sun: 11am-1am                    ","$$$","<li><h5>ABOUT</h5><p>Located on Sentosa island, 1-V:U promises a dining experience like no other. Just a four-minute walk from the Wings of Time show and accessible via Imbiah station along the Sentosa Monorail, 1-V:U is the crown jewel of The Outpost Hotel. Open for breakfast, brunch, lunch and dinner, the 60-seater luxe-casual dining room offers front-row access to the live culinary theatrics through an open kitchen by the team of chefs, led by Ace Tan.The Communal Menu is interestingly themed ""Terra"" (land), and ""Aqua"" (sea), to put the spotlight on their meats and seafood dishes respectively.Standouts include the refreshing Grilled Tiger Prawns, served in a chilled lemongrass galangal prawn broth, along with avocado and glass noodles. If you prefer red meat, be sure to try the Beef Tartare with Confit Yolk, drizzled with smoked sesame dressing, and served with scallions and nashi pear.
The day club on the other hand is an exquisite oasis for sun-seekers seeking an escape from the city bustle. With daily DJ sessions on deck bringing Deep House and Soulful beats all the way from day to night, 1-V:U is where it's at for the endless summer vibes. Cool off with a signature cocktail in hand, while grooving to poolside beats as you take in the unparalleled panorama of the island. (Feb 2020)</p></li><li><h5>DISHES WE LOVE</h5><p>Jospered Octopus, Glazed oyster blade steak, Red snapper fillet</p></li><li><h5>ADULT-EXCLUSIVE SUNDAY BOTTOMLESS BRUNCH PARTY</h5><p>Set to recur every Sunday, Singapore’s first and only rooftop dining destination transforms into an adults-exclusive bliss-out escapade from day to night; an endless Sunday made for thirsty party-goers.

Giving everyone’s favourite Sunday activity a facelift, 1-V:U Restaurant presents the adults-only Social Brunch. Mingle with old friends and make new ones while diving into a plethora of boozy offerings alongside an extensive brunch menu.

From 12 noon to 3.00 pm, be treated to unlimited servings of appetisers and brunch dishes, one main and one dessert as well as three hours of endless Prosecco, wine and access to the decked-out DIY Bloody Mary and cocktail stations ($98++). Whether you’re curing that hangover from partying too hard the day before or looking to kick up your brunch game a notch with a breakfast tipple, swirl up your very own Bloody Mary and Sunny Mary cocktails with a variety of garnishes, ranging from strawberries to - for an extra kick - kimchi.

The brunch gets the ball rolling with free-flowing starters, such as the Mr. Mussel of sourdough toast layered generously with pickled mussels and kimchi slaw, the Coconut Lime Ceviche served atop a crisp nori cracker and an amped up Potato Salad with generous chunk of crab and cucumbers doused in a umami-laden seaweed emulsion.

The mains will see the moreish Seared Chicken Thigh doused in a XO Capers Sauce and served with an array of fried baby potatoes, corn, cauliflowers and mizuna, a plant-powered pasta of Asian Pesto Capellini with garlic shoots, and, celebrating the boutenous offerings of the ocean, a Seafood Platter of grilled octopus, tiger prawns and clams doused in a piquant pepper emulsion sauce. Round off the indulgent affair is crowd pleasing Chitose Strawberries with Rum Sponge Cake and Yoghurt Sherbet and a tropic-inspired Caramel Pineapple topped with Coconut Rocks and Coconut Lime Ice Cream for the dessert.When: Every Saturday & SundayTime: 12-3pm Price:
• $68++/ pax (Brunch only)
• $98++/ pax (Brunch + 3 Hours free flow Prosecco, DIY Bloody Mary station, housepour wines, juices and soft drinks)</p></li><li><h5>href</h5><p>https://www.chope.co/singapore-restaurants/restaurant/1-vu</p></li>","1-V:U – Restaurant and Day Club","https://www.chope.co/singapore-restaurants/restaurant/1-vu",1
"4",103.833311286296,1.30631272444851,27999.1883686762,32070.9420839418,"
                                                  Bar, Buffet, Japanese, Seafood, British  
                        
                ","Orchard","
                    A La Carte Menu  Afternoon Tea Menu                ","
                        10 Scotts RoadLobby LevelGrand Hyatt SingaporeSingapore (228211)                                                Map
                                            ","
                        Mon-Sun: 12-5pm, 6pm-12am                    ","$$$","<li><h5>PRESS RELEASE</h5><p>Located on the lobby level, 10 SCOTTS exudes an aura of elegance and relaxation with its contemporary yet classic décor. 10 SCOTTS, one of the few restaurants in Singapore with an address that is perfect for that business coffee meeting, afternoon high tea or leisurely evening cocktail amidst home-like space that exudes luxury.<U+200B> Enjoy a complimentary champagne package upgrade with every ""Themed Cocktails & Mocktails"" package purchased when you sign up as a World of Hyatt member at 10 SCOTTS, or if you are already a World of Hyatt Elite member. (Nov 2021)</p></li><li><h5>THE BUZZ</h5><p>""The ""living room"" area is decked out with comfy sofas and coffee tables, and you don't have to rush to the buffet (as at some other places), since a tiered stand with an unlimited supply of goodies like salmon brioche sandwiches, mozzarella crostini, curry puffs and popiah rolls is delivered to your table."" -Expat Living</p></li><li><h5>DISHES WE LOVE</h5><p>• Local Vegetable Curry Puffs• Smoked Salmon Tartine, Capers, Shallots, Dill, Cream Cheese, Sourdough Bread• Blue Swimmer Crab Cake, 100gr, Remoulade Sauce, Lemon• Croque Monsieur, Pork Ham, Gruyere Cheese, Bechamel Sauce, Sourdough Bread• Homemade Pastries</p></li><li><h5>TRIPADVISOR CERTIFICATE OF EXCELLENCE</h5><p>This restaurant was awarded the TripAdvisor Certificate of Excellence in 2017 for its outstanding service and quality while maintaining as a favourite among reviewers on TripAdvisor, the world's largest travel site.</p></li><li><h5>PROMOTION</h5><p>Afternoon Tea Set When: Mon-Sun Time:1st Seating: 12-2pm | 2nd Seating: 3-5pm Price:• $58++ non-alcoholic option, free- flow of chilled juices, coffee and teas• $88++ alcoholic option with free- flow of autumn- themed cocktails and mocktails• $98++ alcoholic option with free- flow of champagnes, wines, autumn - themed cocktails and mocktails  Happy HourChampagne, wines, beers, and light bites. When: Mon-Sun Time: 6-9pm Terms & Conditions:- A La Carte options available.- The kitchen closes 30 min before closing time.</p></li><li><h5>href</h5><p>https://www.chope.co/singapore-restaurants/restaurant/10-scotts</p></li>","10 SCOTTS","https://www.chope.co/singapore-restaurants/restaurant/10-scotts",1
"5",103.848061654419,1.28116562260763,29640.784098578,29290.3099851105,"
                                                  Modern European  
                        
                ","Telok Ayer","
                    Dinner & Lunch Menu                ","
                        123A Telok Ayer StreetSingapore (068592)                                                Map
                                            ","
                        Mon-Fri: 12pm-12amSat: 5-12pmClosed Sunday                    ","$$$","<li><h5>ABOUT</h5><p>13% Wine Bistro was founded on a shared love of fine wine, great food, and the unpretentious atmosphere of vineyards across Europe.

Snugly nestled on the second floor, simple furniture and walls loaded with frames fade into the background as the enormous chalkboard panel listing specials and recommendations draws your attention. Warm bulbs and aqua lights tracking along the 8-metre mosaic bar set a cosy scene whilst diners peruse the special Iberico and cheese counter, or take their seats and eagerly await the delicious parade of contemporary European cuisine and international wines to come.

Whether you're an expert or just starting out, 13% Gastro Wine’s drink list will take you on a pleasant wine-tasting journey as you dig into delicacies like Tatins, grilled Black Iberico ""la Pluma"" marinated with cured Iberico ham, or the Coca Iberico (featuring Coca bread topped with Comté cheese, Iberico Ham, Portobello, roasted tomato & garlic sauce and fresh herbs). Sharing boards are also available to stave off hunger pangs between tipples - an absolute necessity! It's all the pleasures of vineyard wine tasting without the high prices and stuffy snootiness. (Apr 2018)</p></li><li><h5>THE BUZZ</h5><p>	""Unwind over post-work drinks at this new wine bar, which flaunts a wide variety of vinos from all over the world. The wine list includes reds from Spain, France and Lebanon, as well as fortified wines from Portugal. Pair these with delectable bar bites such as endive tatins (a baked upside-down pastry), falafel and fries fried in beef fat."" -Lifestyle Asia</p></li><li><h5>DISHES WE LOVE</h5><p>Black Angus Burger, Coca Tomato, Baked Camembert, Gougères, Selection of Cheese and Cold Cuts</p></li><li><h5>SURVIVAL CHIC</h5><p>Enjoy 30% off your total bill (including alcohol) at this and 50+ other top restaurants with the Survival Chic (SC) Dining Card. Quote ""Chope"" when joining SC and enjoy a complimentary month of membership. Alternatively, Chope users can join via this exclusive link (the free month will be automatically added). Same-day pickup or delivery of the membership card can be arranged!</p></li><li><h5>href</h5><p>https://www.chope.co/singapore-restaurants/restaurant/13-wine-bistro-telok-ayer</p></li>","13% Wine Bistro @ Telok Ayer","https://www.chope.co/singapore-restaurants/restaurant/13-wine-bistro-telok-ayer",1
"6",103.851601014895,1.29365601887641,30034.6761919139,30671.4361147117,"
                                                  Modern Asian  
                        
                ","City Hall","
                    Food Menu  Set Lunch Menu  Set Dinner Menu                ","
                        15 Stamford RoadThe Capitol Kempinski HotelSingapore (178906)                                                Map
                                            ","
                        Mon-Sun: 12-3pm, 6-10:30pm","$$$","<li><h5>ABOUT</h5><p>Chef Alvin Leung might have earned himself international fame with his famous ‘Sex on the Beach’ dish, but you don’t have to worry about konjac-based ‘condoms’ filled with ham jus on the menu here. Instead, Leung takes things down a notch and puts his focus on turning out charcoal-grilled items and interesting sauces. You’ll want to order the Singapore-style Laksa, Leung’s tribute to our little red dot. The slippery noodles are dipped in a rich gravy made from a generous amount of prawn shells and coconut milk, with tea-smoked quail eggs and tempura tiger prawns that elevate this humble dish. The Whole Boston Lobster in Thai Dressing is another dish that shows off a creative sauce — this time, made from fish sauce, lime and chilli, and diced mangosteens and tomatoes. For lighter, more refreshing fare, try the Sashimi of Hamachi. The fleshy slices are plumped up with a zesty calamansi gel, ponzu sauce, and a smattering of slightly bitter and crunchy garlic chips. Come for the creative cooking without gimmicks. (Jan 2019) </p></li><li><h5>THE BUZZ</h5><p>“Keep your eyes on this restaurant for some good interpretations of local and Asian cuisine.” -Lifestyle Asia Singapore</p></li><li><h5>THE LOBBY LOUNGE AFTERNOON TEA RESERVATIONS</h5><p>For The Lobby Lounge Afternoon Tea Reservations, please click on this link. </p></li><li><h5>DISHES WE LOVE</h5><p>Yellowfin Tuna Akami, Foie Gras Kaya Toast, Pork Prime Rib ‘Bak Kut Teh’, Black Angus Beef Short Rib, Pandan Soufflé</p></li><li><h5>KEMPINSKI SUNDAY BRUNCH</h5><p>The decadent epicurean experience is now broken down across multi-courses of bespoke selections brought to the table, each underscored by Demon Chef Alvin Leung’s signature dishes. When: Every SundayTime: 12-3pmPrice:• $138++ per adult and $69++ per child* • With sparkling wine beverage +$48 • With champagne beverage +$68 • With vintage beverage +$118 *Children aged between 6 and 12 years old</p></li><li><h5>BOOZY LIQUID BRUNCH</h5><p>End the month in high spirit with an epic boozy Liquid Brunch at The Bar at 15 Stamford. Enjoy free-flowing cocktails, spirits and sparkling wine, as well as the signature Boodle Fight Feast - a hearty char-grilled platter of tender meats, succulent seafood and fresh vegetables, all served on a fragrant banana leaf a la Filipino-style. When: Every last Saturday of the monthTime: 12-3pmPrice: $158++ per person</p></li><li><h5>href</h5><p>https://www.chope.co/singapore-restaurants/restaurant/15-stamford-by-alvin-leung</p></li>","15 Stamford by Alvin Leung (The Capitol Kempinski Hotel Singapore)","https://www.chope.co/singapore-restaurants/restaurant/15-stamford-by-alvin-leung",1
"7",103.8481037167,1.32807167336108,29645.4348449015,34476.9397813069,"
                                                  Bar, Fusion  
                        
                ","Tanjong Pagar","
                    Menu  Afternoon Tea Menu                ","
                        ","
                        Mon-Sun: 8am-10pm                    ","$$$$","<li><h5>ABOUT</h5><p>History breathes beneath the floorboards and inside the walls of this beautiful bar at the Sofitel smack in the middle of the Central Business District. As a nod to the rich maritime history of the area around the hotel, this luxe bar was named 1864 after the year the historic Tanjong Pagar Dock Company was founded, and it evokes equal parts modern luxury and old-world glamour.
In the day, it is a breakfast and tea lounge, serving up eggs, Viennoiseries, coffee, and high-tea platters. At lunchtime, treat yourself to tapas with a French-Asian profile, think spicy Scallop Brochette, ikura-studded Salmon Crostini, and smoky Kurobuta Pork Yakitori served up with cold soba noodles. By the night-time, all the good vibes come together to turn the space into a sexy wine and cocktail bar, serving hotel guests alongside the city’s swanky barflies, turning out barrel-aged cocktails and premium wines faster than you can say “martini”. The signatures here include a regal Cognac Old Fashioned, the Martinez, a forgotten classic made with gin and cherry liqueur, and a cheeky Coconut Negroni that puts a Singapore spin on the international favourite. Luxury, elegance, and a quiet spot to while away the day: they don’t often make hotels like this anymore, steeped in old-world charm and flawless hospitality. (Nov 2017)</p></li><li><h5>THE BUZZ</h5><p>“A plush lobby bar that’s the perfect place for a quiet nightcap. Sip on champagne or barrel-aged cocktails as you enjoy the intimate setting, and revel in the joy that you’re not fighting for a seat at a bar unlike the masses walking up and down Tanjong Pagar.” -Lifestyle Asia</p></li><li><h5>DISHES WE LOVE</h5><p>Honey Cheesecake, Chestnut Choux, Coffee Jivara, Marinated Top Shell with Pickled Cucumbers in Pie Tee</p></li><li><h5>href</h5><p>https://www.chope.co/singapore-restaurants/restaurant/1864</p></li>","1864","https://www.chope.co/singapore-restaurants/restaurant/1864",1
"8",103.849758445922,1.27989122514925,29829.6240714816,29149.3948444054,"
                                                  Bar, Modern European, Fusion  
                        
                ","Raffles Place","
                    Menu                ","
                        35 Robinson RoadSingapore (068876)                                                Map
                                            ","
                        Sun-Thu: 1-10pmFri-Sat: 1pm- 12am (Last Order: 11:30pm)                    ","$$$","<li><h5>ABOUT</h5><p>1927 Rooftop Pool & Bar is a luxe hotspot, delighting guests with fashionable and entertaining social experiences including their renowned monthly pool parties. There are summertime vibes all year round with an infinity-edged rooftop pool, sun lounges and DJ decks. The poolside playground's award-winning mixologists are elevating Singapore’s nightlife with their seductive signature cocktails paired with chef's selection of small and large bites. Nibble on summertime classics such as the SO Hot Chix Wings and Crispy Shoestring Parmesan Truffle Fries, or satisfy your cravings with the SO Tower, a stacked Wagyu Beef Burger topped with SO Sauce. (Mar 2020)</p></li><li><h5>DISHES WE LOVE</h5><p>Barcelona Bikini, Beef Sliders, Iberico Ham, Confit Eggplant</p></li><li><h5>PROMOTIONS</h5><p>RHUM SO/CIETY Promotion
Encouraged by the love of Rhum, that beautiful golden elixir of joy.
A passport for Rhum if you will, our Thursday tastings, for 30 people at a time, will have a Rhum expert waxing about the Rhum brand of the day, and all that makes it special.

You’ll get a Welcome Rhum Cocktail of the day, some bar bites, 5 tasting portions, and 20% off drinks the rest of the day on your bill.

Limited to 30 seats, so hurry book your entry now!When: first Thursday of every monthTime: 7:30pm onwardsPrice: $45++ per person | $40++ per person for pre-payment and non-refundablePromotion includes:
- Welcome 1927 Signature Cocktail
- Rhum Masterclass inclusive 5 samples of selected Rhum 15ml
- Bar Bites
- 20% off drinksTerms & Conditions:
- Kindly indicate 'RHUM' under 'Special Requests' when making a reservation to enjoy the promotion.</p></li><li><h5>OPENING PROMOTIONS</h5><p>Opening promotions:
15% off a la carte menu (not valid on set menu or in conjunction with any other offer)
2/3/4 course set menu available for lunch & dinner daily </p></li><li><h5>LADIES NIGHT AT SO/ (TILL 31 DEC)</h5><p>You might call it ladies night – we call it therapy! Enjoy free-flow alcohol with your best girlfriends amidst the great view of the cityscape. An urban oasis in the heart of the Central Business District, 1927 Rooftop Pool & Bar invites you to indulge with all year round summer time vibes alongside an infinity edged rooftop pool and lush greenery. Ladies Night just got SO/ fun! Validity: till 31 December 2022Time: Wednesdays from 7- 9pmPrice: 2 Hours Free-Flow Prosecco, Wine, Beer and Nibbles t $58++Additional Main Course Orders enjoy 25% offTerms & Conditions: • Offer is not valid in conjunction with other promotions or discounts. • Offer valid for ladies only. • Reservations essential, last reservation on Wednesdays at 6.30pm. • Additional main course orders enjoy 25% off. </p></li><li><h5>href</h5><p>https://www.chope.co/singapore-restaurants/restaurant/1927</p></li>","1927","https://www.chope.co/singapore-restaurants/restaurant/1927",1
"9",103.847365848461,1.32697770817966,29563.3183297217,34355.9742383994,"
                                                  Buffet, Vegetarian Friendly, Local, Halal Certified  
                        
                ","Novena, Balestier","
                    Weekday Lunch Menu  Weekday Dinner Menu  Weekend Brunch Menu  Weekend Dinner Menu                ","
                        1 Jalan RajahSingapore (329133)                                                Map
                                            ","
                        Mon-Sun: 6am-10:30pm                    ","$$","<li><h5>ABOUT</h5><p>Explore the different combination of flavours with 21 on Rajah unique spread of Mediterr-Asian Buffet. Indulge in familiar street delicacies while exploring Mediterranean’s exotic flavours.
Think a rijsttafel (rice table)-inspired sumptuous buffet spread filled with Mediterranean favourites such as Traditional Greek Salad with Marinated Feta Cheese and Black Olives, Grilled Lamb Chop with Garlic-Mint Sauce and Eggplant, Okra and Tomato Tagine. In additional to the ice crustacean bar and the carving station serving the restaurant's signatures NZ Prime Beef Rib-Eye with 21 On Rajah Signature Homemade Sauces and Slow-Cooked Salted Salmon in Tamarind Sauce, there is a new station featuring items such as Seafood and Chicken Paella, Tortilla de Patatas Espanola (Spanish Omelette with Potatoes) and assorted pizzas.
Weekend dinner brings along an up the notch delights of Arabic Mezza and Antipasti Station and an addition of Snow Crab in the Ice Crustacean bar. Not forgetting Chef’s recommended favourites such as Slipper Lobsters in Chili Crab sauce, Ikan Panggang, Braised Crabmeat Ee-fu Noodles and 21 on Rajah special Basmati Rice.  End your night with a sweet treat at the churros station and chocolate fondue where you may also find a selection of French and local pastries and 21 On Rajah's beverage highlights.
As one of the premier Halal-certified buffets in the city, its east meets west food and vibe makes it a truly unique concept. (Aug 2018)</p></li><li><h5>THE BUZZ</h5><p>""This is possibly the only restaurant in the neighbourhood where you'll find paella, tapas and sangria on the menu. There is Southeast Asian fare to be had as well, and in a thoughtful nod to the rich heritage of the neighbourhood, local favourites too."" -Singapore Tatler
""It's rare to find exotic flavours around Balestier. Plus it's pretty affordable."" -SG Now</p></li><li><h5>DISHES WE LOVE</h5><p>Singapore Laksa, Roasted U.S. Angus Beef Prime Rib-Eye, Nonya Kuehs, Sago Melaka, Durian Mousse</p></li><li><h5>BUFFET PRICING</h5><p>Weekday Lunch BuffetMon-Fri & PH Eve: 12-3pm (Last Order: 2:30pm)Price: $48++ per adult | $24++ per childWeekday Dinner BuffetMon-Thu: 6-10pm (Last Order: 9:30pm)Price: $58++ per adult | $29++ per childWeekend Brunch BuffetSat-Sun & PH: 12-3pm (Last Order: 2:30pm)Price: $58++ per adult | $29++ per childWeekend Dinner BuffetFri-Sat, PH Eve & PH: 6-10pmPrice: $68++ per adult | $34++ per childPrices are accurate as of Feb 2022. Please note that buffet prices are subject to change at the restaurant's discretion.</p></li><li><h5>TRIPADVISOR CERTIFICATE OF EXCELLENCE</h5><p>This restaurant was awarded the TripAdvisor Certificate of Excellence in 2017 for its outstanding service and quality while maintaining as a favourite among reviewers on TripAdvisor, the world's largest travel site.</p></li><li><h5>SAVE 20% WITH CHOPEDEALS</h5><p>Enjoy 20% off Buffet at 21 on Rajah when you purchase vouchers from ChopeDeals. Vouchers are not valid with 'Chope Exclusives', other discounts and promotions.Click here to purchase.</p></li><li><h5>href</h5><p>https://www.chope.co/singapore-restaurants/restaurant/21-on-rajah</p></li>","21 on Rajah","https://www.chope.co/singapore-restaurants/restaurant/21-on-rajah",1
"10",103.843652949,1.27932354062697,29150.1319303438,29086.6196818025,"
                                                  Korean, Vegetarian Friendly, BBQ  
                        
                ","Tanjong Pagar","
                    Menu                ","
                        44/46 Tanjong Pagar RoadSingapore (088467)                                                Map
                                            ","
                        Mon-Sun: 5pm-1am                    ","$$","<li><h5>ABOUT</h5><p>2D1N Soju Bang is the sister restaurant to the popular Korean BBQ joint Ssikkek, located just upstairs. 

At 2D1N, the focus is on authentic, homely Korean cuisine. The Ginseng Chicken Soup, for instance, is a comforting dish featuring a plump, tender chicken simmered in a nourishing broth infused with slices of spiced ginger and spring onions. 

Meat lovers will also love the Korean steamed spicy chicken. A healthier alternative to the deep-fried version, the meat here is tossed with the same sweet spicy sauce, and steamed until tender. Potatoes, carrots, and onions are accompaniments that turn this dish into a hearty stew. 

Of course, the Kimchi Pancake is another not-to-be-missed classic. The crisp edges of the fried pancakes are perfect to nibble on, while the tangy slivers of kimchi nestled in the fluffy pancake help to cut through the richness of the dish. Wash it all down with a glass or two of sweet Makgeolli. (Oct 2019) 
</p></li><li><h5>DISHES WE LOVE</h5><p>Ginseng Chicken Soup, Beef Galbi Soup, Korean Steamed Spicy Chicken, Kimchi Pancake, Korean Ramen with Kimchi Soup </p></li><li><h5>href</h5><p>https://www.chope.co/singapore-restaurants/restaurant/2d1n-soju-bang</p></li>","2D1N Soju Bang","https://www.chope.co/singapore-restaurants/restaurant/2d1n-soju-bang",1
